component,age_years,weight_kg,contains_lithium,contains_lead,contains_mercury,contains_cadmium,recyclable,material_type,weight_class,condition,region_risk,disposal_history,hazard_score
Microwave,6.77,5.4,0,0,0,0,1,metal,heavy,broken,medium,none,77.32
Microwave,3.55,13.44,0,0,0,0,1,metal,heavy,working,low,formal,52.46
Microwave,3.95,3.03,0,0,0,0,1,metal,heavy,damaged,medium,none,74.7
Microwave,6.71,1.56,0,0,0,0,1,metal,heavy,working,low,informal,63.79
Microwave,9.72,9.33,0,0,0,0,1,metal,heavy,damaged,low,none,74.02
Microwave,9.51,3.37,0,0,0,0,1,metal,heavy,damaged,medium,informal,77.85
Microwave,6.71,1.02,0,0,0,0,1,metal,heavy,working,low,formal,58.52
Microwave,9.05,14.47,0,0,0,0,1,metal,heavy,working,high,formal,64.67
Microwave,4.78,5.1,0,0,0,0,1,metal,heavy,damaged,medium,none,66.42
Microwave,1.14,2.85,0,0,0,0,1,metal,heavy,working,medium,formal,53.55
Microwave,6.56,11.24,0,0,0,0,1,metal,heavy,working,low,informal,67.9
Microwave,7.33,4.21,0,0,0,0,1,metal,heavy,working,high,formal,69.13
Microwave,3.92,2.72,0,0,0,0,1,metal,heavy,working,medium,informal,66.16
Microwave,9.5,18.75,0,0,0,0,1,metal,heavy,damaged,low,formal,64.7
Microwave,1.33,14.07,0,0,0,0,1,metal,heavy,damaged,high,none,73.6
Microwave,1.54,18.96,0,0,0,0,1,metal,heavy,damaged,medium,informal,67.83
Microwave,1.92,8.03,0,0,0,0,1,metal,heavy,damaged,high,none,69.67
Microwave,2.26,7.34,0,0,0,0,1,metal,heavy,damaged,low,none,59.11
Microwave,4.72,2.13,0,0,0,0,1,metal,heavy,damaged,low,none,68.07
Microwave,9.48,7.81,0,0,0,0,1,metal,heavy,damaged,high,informal,81.69
Microwave,10.2,12.89,0,0,0,0,1,metal,heavy,damaged,high,none,77.48
Microwave,11.08,1.91,0,0,0,0,1,metal,heavy,damaged,high,none,77.45
Microwave,9.67,14.41,0,0,0,0,1,metal,heavy,working,medium,formal,65.06
Microwave,4.38,0.37,0,0,0,0,1,metal,heavy,damaged,medium,informal,75.14
Microwave,2.98,2.42,0,0,0,0,1,metal,heavy,broken,low,none,71.46
Microwave,10.19,10.02,0,0,0,0,1,metal,heavy,broken,low,informal,74.43
Microwave,11.18,1.32,0,0,0,0,1,metal,heavy,damaged,medium,none,81.13
Microwave,3.44,7.3,0,0,0,0,1,metal,heavy,broken,low,none,76.24
Microwave,8.71,4.16,0,0,0,0,1,metal,heavy,damaged,high,informal,83.91
Microwave,11.62,9.05,0,0,0,0,1,metal,heavy,working,medium,none,72.2
Microwave,10.63,7.01,0,0,0,0,1,metal,heavy,working,high,informal,75.43
Microwave,9.5,8.86,0,0,0,0,1,metal,heavy,damaged,high,informal,75.12
Microwave,4.72,10.52,0,0,0,0,1,metal,heavy,broken,medium,informal,73.86
Microwave,8.21,5.4,0,0,0,0,1,metal,heavy,damaged,high,none,87.29
Microwave,0.84,12.37,0,0,0,0,1,metal,heavy,damaged,medium,informal,70.89
Microwave,1.44,3.87,0,0,0,0,1,metal,heavy,broken,medium,informal,74.97
Microwave,6.35,4.87,0,0,0,0,1,metal,heavy,broken,low,formal,75.75
Microwave,5.8,5.73,0,0,0,0,1,metal,heavy,working,medium,none,62.71
Microwave,1.34,5.48,0,0,0,0,1,metal,heavy,broken,medium,none,76.52
Microwave,0.58,10.37,0,0,0,0,1,metal,heavy,working,medium,none,57.87
Microwave,5.77,18.9,0,0,0,0,1,metal,heavy,damaged,low,informal,70.9
Microwave,3.26,9.4,0,0,0,0,1,metal,heavy,damaged,medium,informal,69.97
Microwave,10.05,13.28,0,0,0,0,1,metal,heavy,damaged,high,none,76.95
Microwave,2.91,0.8,0,0,0,0,1,metal,heavy,broken,high,none,80.42
Microwave,6.6,0.57,0,0,0,0,1,metal,heavy,working,medium,informal,70.52
Microwave,6.91,14.86,0,0,0,0,1,metal,heavy,damaged,medium,formal,73.32
Microwave,8.47,19.81,0,0,0,0,1,metal,heavy,damaged,medium,informal,74.09
Microwave,5.57,17.14,0,0,0,0,1,metal,heavy,damaged,high,formal,70.38
Microwave,4.12,10.25,0,0,0,0,1,metal,heavy,broken,low,informal,75.9
Microwave,10.35,7.93,0,0,0,0,1,metal,heavy,working,medium,informal,71.57
Microwave,6.31,19.77,0,0,0,0,1,metal,heavy,damaged,low,formal,63.48
Microwave,5.51,3.15,0,0,0,0,1,metal,heavy,broken,high,formal,83.97
Microwave,11.32,17.63,0,0,0,0,1,metal,heavy,damaged,high,informal,86.61
Microwave,6.86,2.3,0,0,0,0,1,metal,heavy,working,medium,formal,60.57
Microwave,6.7,19.38,0,0,0,0,1,metal,heavy,damaged,low,informal,68.34
Microwave,10.17,19.94,0,0,0,0,1,metal,heavy,damaged,medium,none,77.81
Microwave,5.17,0.83,0,0,0,0,1,metal,heavy,damaged,medium,none,65.36
Microwave,11.41,5.37,0,0,0,0,1,metal,heavy,broken,low,informal,82.82
Microwave,9.97,12.95,0,0,0,0,1,metal,heavy,broken,high,none,92.73
Microwave,6.45,2.35,0,0,0,0,1,metal,heavy,damaged,low,informal,79.09
Microwave,0.62,3.9,0,0,0,0,1,metal,heavy,damaged,high,informal,71.4
Microwave,5.38,14.3,0,0,0,0,1,metal,heavy,damaged,medium,informal,71.16
Microwave,0.8,4.44,0,0,0,0,1,metal,heavy,broken,low,formal,58.21
Microwave,5.96,0.21,0,0,0,0,1,metal,heavy,working,high,none,68.8
Microwave,9.5,16.91,0,0,0,0,1,metal,heavy,broken,medium,formal,76.95
Microwave,10.22,14.55,0,0,0,0,1,metal,heavy,broken,low,formal,75.53
Microwave,2.65,1.34,0,0,0,0,1,metal,heavy,broken,low,none,66.69
Microwave,4.7,16.83,0,0,0,0,1,metal,heavy,damaged,high,none,78.83
Microwave,10.72,9.2,0,0,0,0,1,metal,heavy,damaged,low,none,67.29
Microwave,11.62,5.38,0,0,0,0,1,metal,heavy,damaged,low,informal,69.33
Microwave,5.58,6.69,0,0,0,0,1,metal,heavy,damaged,medium,formal,65.74
Microwave,9.25,14.26,0,0,0,0,1,metal,heavy,damaged,low,none,67.13
Microwave,7.13,3.11,0,0,0,0,1,metal,heavy,damaged,medium,informal,72.35
Washing Machine,4.94,8.41,0,0,0,0,1,metal,heavy,damaged,low,formal,47.77
Washing Machine,3.61,7.42,0,0,0,0,1,metal,heavy,damaged,high,none,60.24
Washing Machine,9.0,1.74,0,0,0,0,1,metal,heavy,damaged,medium,informal,60.89
Washing Machine,3.97,7.69,0,0,0,0,1,metal,heavy,broken,high,formal,66.52
Washing Machine,1.85,5.05,0,0,0,0,1,metal,heavy,broken,medium,informal,52.38
Washing Machine,9.78,10.47,0,0,0,0,1,metal,heavy,working,low,informal,56.66
Washing Machine,11.27,6.17,0,0,0,0,1,metal,heavy,broken,high,formal,64.62
Washing Machine,4.77,10.04,0,0,0,0,1,metal,heavy,broken,low,informal,61.29
Washing Machine,6.08,10.82,0,0,0,0,1,metal,heavy,broken,low,none,60.42
Washing Machine,8.54,8.25,0,0,0,0,1,metal,heavy,working,medium,informal,61.59
Washing Machine,7.85,6.77,0,0,0,0,1,metal,heavy,broken,medium,formal,65.75
Washing Machine,9.63,9.9,0,0,0,0,1,metal,heavy,broken,medium,informal,67.32
Washing Machine,10.83,17.93,0,0,0,0,1,metal,heavy,damaged,high,formal,60.4
Washing Machine,2.55,4.8,0,0,0,0,1,metal,heavy,damaged,medium,informal,57.32
Washing Machine,2.05,5.93,0,0,0,0,1,metal,heavy,damaged,medium,informal,55.31
Washing Machine,9.2,6.65,0,0,0,0,1,metal,heavy,broken,low,formal,58.2
Washing Machine,4.47,16.16,0,0,0,0,1,metal,heavy,working,low,formal,39.81
Washing Machine,3.41,11.11,0,0,0,0,1,metal,heavy,damaged,medium,formal,51.97
Washing Machine,10.44,6.19,0,0,0,0,1,metal,heavy,damaged,low,informal,61.44
Washing Machine,1.34,15.8,0,0,0,0,1,metal,heavy,working,medium,none,35.29
Washing Machine,6.96,14.82,0,0,0,0,1,metal,heavy,damaged,medium,none,59.75
Washing Machine,9.07,7.59,0,0,0,0,1,metal,heavy,damaged,medium,none,52.99
Washing Machine,11.19,10.91,0,0,0,0,1,metal,heavy,damaged,high,formal,65.06
Washing Machine,9.97,17.14,0,0,0,0,1,metal,heavy,damaged,low,informal,55.05
Washing Machine,3.15,5.83,0,0,0,0,1,metal,heavy,broken,low,none,62.41
Washing Machine,1.53,6.75,0,0,0,0,1,metal,heavy,working,high,none,44.09
Washing Machine,5.79,4.48,0,0,0,0,1,metal,heavy,broken,medium,formal,59.56
Washing Machine,0.54,4.77,0,0,0,0,1,metal,heavy,broken,low,formal,47.03
Washing Machine,7.06,17.24,0,0,0,0,1,metal,heavy,damaged,high,none,57.03
Washing Machine,6.92,6.09,0,0,0,0,1,metal,heavy,working,low,informal,45.51
Washing Machine,10.12,11.45,0,0,0,0,1,metal,heavy,broken,medium,formal,60.81
Washing Machine,3.78,15.86,0,0,0,0,1,metal,heavy,broken,high,formal,59.33
Washing Machine,10.63,6.57,0,0,0,0,1,metal,heavy,working,high,informal,60.99
Washing Machine,3.8,14.74,0,0,0,0,1,metal,heavy,damaged,high,formal,49.75
Washing Machine,4.58,9.64,0,0,0,0,1,metal,heavy,damaged,medium,none,56.13
Washing Machine,6.83,16.52,0,0,0,0,1,metal,heavy,damaged,medium,informal,60.62
Washing Machine,5.87,5.72,0,0,0,0,1,metal,heavy,broken,medium,formal,54.29
Washing Machine,1.77,4.4,0,0,0,0,1,metal,heavy,damaged,medium,none,51.29
Washing Machine,9.0,8.53,0,0,0,0,1,metal,heavy,damaged,medium,none,59.36
Washing Machine,2.01,4.72,0,0,0,0,1,metal,heavy,broken,high,none,69.17
Washing Machine,6.05,10.41,0,0,0,0,1,metal,heavy,broken,high,formal,61.16
Washing Machine,2.96,13.53,0,0,0,0,1,metal,heavy,damaged,high,formal,55.7
Washing Machine,6.38,18.37,0,0,0,0,1,metal,heavy,broken,low,informal,56.35
Washing Machine,11.63,18.3,0,0,0,0,1,metal,heavy,working,low,formal,46.51
Washing Machine,10.96,3.88,0,0,0,0,1,metal,heavy,damaged,medium,informal,67.37
Washing Machine,3.66,18.19,0,0,0,0,1,metal,heavy,damaged,low,none,43.49
Washing Machine,11.51,1.56,0,0,0,0,1,metal,heavy,damaged,medium,informal,64.22
Washing Machine,11.52,10.07,0,0,0,0,1,metal,heavy,working,medium,informal,50.98
Washing Machine,10.34,8.7,0,0,0,0,1,metal,heavy,working,low,none,53.51
Washing Machine,2.87,6.44,0,0,0,0,1,metal,heavy,damaged,high,none,55.36
Washing Machine,2.88,7.17,0,0,0,0,1,metal,heavy,working,medium,informal,46.77
Washing Machine,10.81,16.14,0,0,0,0,1,metal,heavy,working,medium,informal,46.38
Washing Machine,3.14,4.0,0,0,0,0,1,metal,heavy,working,medium,formal,42.44
Washing Machine,6.06,8.33,0,0,0,0,1,metal,heavy,broken,low,formal,54.7
Washing Machine,3.86,3.46,0,0,0,0,1,metal,heavy,damaged,high,informal,64.35
Washing Machine,1.06,4.21,0,0,0,0,1,metal,heavy,damaged,medium,formal,44.72
Washing Machine,5.13,12.99,0,0,0,0,1,metal,heavy,damaged,medium,informal,56.54
Washing Machine,1.98,18.95,0,0,0,0,1,metal,heavy,damaged,medium,none,47.93
Washing Machine,6.23,6.21,0,0,0,0,1,metal,heavy,broken,high,none,68.82
Washing Machine,9.28,2.74,0,0,0,0,1,metal,heavy,working,high,formal,51.78
Washing Machine,9.16,9.48,0,0,0,0,1,metal,heavy,damaged,low,none,58.47
Washing Machine,8.29,14.06,0,0,0,0,1,metal,heavy,broken,medium,informal,58.42
Washing Machine,11.47,12.85,0,0,0,0,1,metal,heavy,damaged,low,none,62.63
Washing Machine,5.91,3.99,0,0,0,0,1,metal,heavy,damaged,low,informal,49.26
Washing Machine,6.79,8.73,0,0,0,0,1,metal,heavy,broken,high,none,72.08
Washing Machine,10.1,16.85,0,0,0,0,1,metal,heavy,damaged,medium,informal,63.25
Washing Machine,2.31,0.63,0,0,0,0,1,metal,heavy,broken,low,formal,55.97
Washing Machine,10.98,6.92,0,0,0,0,1,metal,heavy,damaged,low,formal,55.44
Washing Machine,10.06,15.34,0,0,0,0,1,metal,heavy,damaged,medium,informal,60.33
Washing Machine,9.77,5.6,0,0,0,0,1,metal,heavy,working,medium,none,50.6
Washing Machine,3.28,1.58,0,0,0,0,1,metal,heavy,damaged,high,informal,62.78
Washing Machine,6.17,0.81,0,0,0,0,1,metal,heavy,broken,medium,formal,62.61
Washing Machine,8.17,5.69,0,0,0,0,1,metal,heavy,damaged,medium,informal,58.76
Washing Machine,5.66,10.76,0,0,0,0,1,metal,heavy,damaged,high,informal,66.71
Washing Machine,7.93,3.02,0,0,0,0,1,metal,heavy,broken,medium,none,68.73
Washing Machine,6.56,18.6,0,0,0,0,1,metal,heavy,damaged,medium,formal,51.73
Washing Machine,9.73,4.95,0,0,0,0,1,metal,heavy,broken,high,none,80.75
Washing Machine,9.45,2.63,0,0,0,0,1,metal,heavy,damaged,low,informal,59.27
Washing Machine,2.28,3.67,0,0,0,0,1,metal,heavy,damaged,medium,informal,53.76
Washing Machine,2.6,11.48,0,0,0,0,1,metal,heavy,damaged,medium,none,48.91
Washing Machine,4.36,15.3,0,0,0,0,1,metal,heavy,damaged,medium,informal,50.15
Washing Machine,1.49,1.83,0,0,0,0,1,metal,heavy,broken,medium,formal,55.58
Washing Machine,4.6,11.85,0,0,0,0,1,metal,heavy,broken,low,formal,45.75
Washing Machine,1.27,0.57,0,0,0,0,1,metal,heavy,working,high,informal,54.27
Washing Machine,8.78,18.37,0,0,0,0,1,metal,heavy,damaged,low,informal,58.28
Washing Machine,7.08,18.15,0,0,0,0,1,metal,heavy,working,medium,none,48.83
Washing Machine,5.22,9.65,0,0,0,0,1,metal,heavy,working,medium,informal,49.92
Washing Machine,5.8,13.43,0,0,0,0,1,metal,heavy,working,medium,none,49.66
Washing Machine,10.47,12.53,0,0,0,0,1,metal,heavy,damaged,low,none,58.41
Washing Machine,3.55,18.67,0,0,0,0,1,metal,heavy,broken,high,formal,58.37
Washing Machine,5.59,12.36,0,0,0,0,1,metal,heavy,broken,low,none,56.44
Washing Machine,9.96,10.37,0,0,0,0,1,metal,heavy,damaged,medium,informal,65.13
Washing Machine,8.89,8.22,0,0,0,0,1,metal,heavy,damaged,medium,none,52.95
Washing Machine,3.28,9.67,0,0,0,0,1,metal,heavy,broken,medium,none,57.75
Washing Machine,1.61,9.53,0,0,0,0,1,metal,heavy,broken,high,formal,51.59
Washing Machine,5.21,15.6,0,0,0,0,1,metal,heavy,broken,low,none,57.29
Washing Machine,7.31,7.6,0,0,0,0,1,metal,heavy,damaged,medium,informal,64.91
Washing Machine,2.53,16.26,0,0,0,0,1,metal,heavy,damaged,low,none,33.88
Washing Machine,11.22,18.95,0,0,0,0,1,metal,heavy,damaged,low,informal,56.69
Washing Machine,5.18,7.67,0,0,0,0,1,metal,heavy,broken,medium,formal,53.26
Washing Machine,3.57,10.19,0,0,0,0,1,metal,heavy,working,medium,informal,49.43
Washing Machine,10.99,18.92,0,0,0,0,1,metal,heavy,working,low,informal,52.56
Washing Machine,10.79,19.44,0,0,0,0,1,metal,heavy,broken,low,none,62.35
Washing Machine,5.59,0.93,0,0,0,0,1,metal,heavy,damaged,medium,informal,57.6
Washing Machine,7.55,17.38,0,0,0,0,1,metal,heavy,damaged,medium,none,50.85
Washing Machine,1.04,13.37,0,0,0,0,1,metal,heavy,broken,low,none,53.32
Washing Machine,10.31,18.29,0,0,0,0,1,metal,heavy,damaged,high,informal,66.49
Washing Machine,1.0,14.41,0,0,0,0,1,metal,heavy,damaged,medium,formal,45.5
Washing Machine,8.2,0.02,0,0,0,0,1,metal,heavy,broken,low,formal,54.56
Washing Machine,4.58,6.42,0,0,0,0,1,metal,heavy,broken,medium,formal,45.88
Washing Machine,5.45,17.5,0,0,0,0,1,metal,heavy,damaged,low,none,56.71
Washing Machine,1.12,2.82,0,0,0,0,1,metal,heavy,damaged,low,informal,56.14
Washing Machine,6.77,5.68,0,0,0,0,1,metal,heavy,broken,high,none,64.14
Washing Machine,11.75,3.18,0,0,0,0,1,metal,heavy,damaged,medium,informal,62.89
Washing Machine,1.98,8.61,0,0,0,0,1,metal,heavy,damaged,high,formal,56.25
Washing Machine,0.86,19.34,0,0,0,0,1,metal,heavy,damaged,medium,informal,49.33
Washing Machine,1.26,19.79,0,0,0,0,1,metal,heavy,working,medium,informal,39.28
Washing Machine,8.58,1.37,0,0,0,0,1,metal,heavy,working,low,none,59.63
Washing Machine,2.68,11.47,0,0,0,0,1,metal,heavy,working,high,none,42.47
Washing Machine,3.19,1.01,0,0,0,0,1,metal,heavy,damaged,medium,informal,55.92
Washing Machine,11.36,7.93,0,0,0,0,1,metal,heavy,damaged,medium,informal,61.68
Washing Machine,5.91,14.14,0,0,0,0,1,metal,heavy,broken,medium,formal,50.3
Washing Machine,6.21,10.89,0,0,0,0,1,metal,heavy,working,high,none,56.96
Washing Machine,5.72,10.82,0,0,0,0,1,metal,heavy,broken,medium,informal,66.64
Washing Machine,6.17,11.59,0,0,0,0,1,metal,heavy,working,high,none,52.28
Washing Machine,7.45,2.43,0,0,0,0,1,metal,heavy,working,medium,informal,53.98
Washing Machine,7.27,1.79,0,0,0,0,1,metal,heavy,damaged,low,none,61.06
Washing Machine,4.24,1.9,0,0,0,0,1,metal,heavy,broken,medium,informal,64.48
Washing Machine,7.97,0.5,0,0,0,0,1,metal,heavy,broken,medium,formal,60.82
Washing Machine,3.37,1.32,0,0,0,0,1,metal,heavy,damaged,medium,informal,57.71
Washing Machine,4.68,4.34,0,0,0,0,1,metal,heavy,damaged,high,formal,49.79
Washing Machine,5.64,5.09,0,0,0,0,1,metal,heavy,broken,medium,informal,71.23
Washing Machine,4.0,3.64,0,0,0,0,1,metal,heavy,working,high,formal,44.18
Washing Machine,5.28,9.39,0,0,0,0,1,metal,heavy,damaged,low,informal,59.63
Washing Machine,8.13,13.32,0,0,0,0,1,metal,heavy,damaged,medium,formal,53.12
Washing Machine,3.12,5.6,0,0,0,0,1,metal,heavy,working,medium,formal,41.61
Washing Machine,2.04,12.9,0,0,0,0,1,metal,heavy,damaged,high,informal,62.59
Washing Machine,1.84,10.73,0,0,0,0,1,metal,heavy,damaged,medium,informal,48.13
Washing Machine,10.52,19.98,0,0,0,0,1,metal,heavy,damaged,medium,formal,55.43
Washing Machine,4.72,18.28,0,0,0,0,1,metal,heavy,damaged,medium,informal,49.91
Washing Machine,10.12,13.02,0,0,0,0,1,metal,heavy,damaged,medium,none,51.01
Washing Machine,6.22,13.35,0,0,0,0,1,metal,heavy,working,high,informal,58.71
Washing Machine,4.44,2.77,0,0,0,0,1,metal,heavy,damaged,medium,informal,53.19
Washing Machine,11.56,11.99,0,0,0,0,1,metal,heavy,broken,low,informal,72.09
Washing Machine,4.37,11.39,0,0,0,0,1,metal,heavy,broken,low,formal,49.65
Washing Machine,8.19,10.86,0,0,0,0,1,metal,heavy,broken,low,formal,57.77
Washing Machine,6.9,18.93,0,0,0,0,1,metal,heavy,damaged,medium,informal,60.3
Washing Machine,9.94,5.71,0,0,0,0,1,metal,heavy,working,high,formal,51.33
Washing Machine,4.75,10.12,0,0,0,0,1,metal,heavy,damaged,high,informal,68.13
Washing Machine,6.8,12.81,0,0,0,0,1,metal,heavy,damaged,low,formal,55.32
Printer,3.08,10.01,0,1,0,0,1,composite,medium,broken,high,none,70.3
Printer,5.03,3.85,0,1,0,0,1,composite,medium,working,medium,none,51.16
Printer,2.42,0.94,0,1,0,0,1,composite,medium,broken,medium,none,68.93
Printer,5.2,13.24,0,1,0,0,1,composite,medium,damaged,medium,informal,67.71
Printer,2.67,10.16,0,1,0,0,1,composite,medium,damaged,high,none,65.12
Printer,8.79,10.01,0,1,0,0,1,composite,medium,broken,high,formal,77.85
Printer,9.94,0.76,0,1,0,0,1,composite,medium,damaged,medium,formal,67.1
Printer,8.72,18.33,0,1,0,0,1,composite,medium,broken,medium,informal,72.65
Printer,0.51,2.41,0,1,0,0,1,composite,medium,damaged,medium,informal,62.28
Printer,1.35,3.85,0,1,0,0,1,composite,medium,broken,high,none,79.61
Printer,1.85,19.8,0,1,0,0,1,composite,medium,working,low,none,53.98
Printer,2.53,11.61,0,1,0,0,1,composite,medium,broken,medium,none,63.15
Printer,2.66,12.5,0,1,0,0,1,composite,medium,damaged,low,informal,54.45
Printer,5.66,6.42,0,1,0,0,1,composite,medium,broken,high,informal,77.47
Printer,10.4,11.32,0,1,0,0,1,composite,medium,working,medium,informal,69.16
Printer,5.56,18.02,0,1,0,0,1,composite,medium,broken,medium,informal,74.9
Printer,4.24,19.67,0,1,0,0,1,composite,medium,damaged,low,informal,59.88
Printer,0.77,9.01,0,1,0,0,1,composite,medium,damaged,medium,formal,55.54
Printer,2.39,13.79,0,1,0,0,1,composite,medium,damaged,low,informal,57.02
Printer,2.2,1.47,0,1,0,0,1,composite,medium,broken,high,none,74.25
Printer,8.74,13.39,0,1,0,0,1,composite,medium,damaged,medium,formal,69.67
Printer,6.25,7.16,0,1,0,0,1,composite,medium,damaged,medium,none,68.77
Printer,10.52,6.85,0,1,0,0,1,composite,medium,broken,medium,none,84.06
Printer,7.15,14.99,0,1,0,0,1,composite,medium,broken,low,formal,75.72
Printer,11.28,10.6,0,1,0,0,1,composite,medium,damaged,medium,formal,69.05
Printer,4.08,6.13,0,1,0,0,1,composite,medium,broken,low,none,69.21
Printer,3.45,11.86,0,1,0,0,1,composite,medium,broken,medium,informal,66.85
Printer,3.69,19.93,0,1,0,0,1,composite,medium,broken,medium,informal,76.64
Printer,1.07,0.63,0,1,0,0,1,composite,medium,damaged,high,informal,63.09
Printer,5.64,1.46,0,1,0,0,1,composite,medium,broken,low,none,65.14
Printer,5.4,19.71,0,1,0,0,1,composite,medium,damaged,high,formal,68.07
Printer,2.11,1.93,0,1,0,0,1,composite,medium,damaged,high,informal,70.51
Printer,6.57,2.83,0,1,0,0,1,composite,medium,working,high,formal,63.7
Printer,2.9,13.31,0,1,0,0,1,composite,medium,working,medium,formal,51.39
Printer,8.96,6.03,0,1,0,0,1,composite,medium,damaged,medium,formal,61.28
Printer,8.12,3.17,0,1,0,0,1,composite,medium,damaged,low,informal,71.0
Printer,3.34,14.97,0,1,0,0,1,composite,medium,damaged,high,none,70.86
Printer,1.51,7.84,0,1,0,0,1,composite,medium,broken,medium,informal,63.88
Printer,3.75,7.57,0,1,0,0,1,composite,medium,working,high,informal,60.48
Printer,4.23,6.69,0,1,0,0,1,composite,medium,working,medium,none,60.42
Printer,10.82,10.37,0,1,0,0,1,composite,medium,damaged,low,none,58.44
Printer,11.13,0.5,0,1,0,0,1,composite,medium,damaged,medium,formal,65.42
Printer,5.43,13.05,0,1,0,0,1,composite,medium,broken,low,none,65.56
Printer,3.53,0.77,0,1,0,0,1,composite,medium,working,high,informal,61.77
Printer,1.83,2.15,0,1,0,0,1,composite,medium,broken,high,formal,62.26
Printer,6.43,5.08,0,1,0,0,1,composite,medium,broken,high,informal,79.22
Printer,4.58,7.63,0,1,0,0,1,composite,medium,damaged,high,informal,75.34
Printer,1.59,4.02,0,1,0,0,1,composite,medium,damaged,low,none,49.22
Printer,2.32,9.12,0,1,0,0,1,composite,medium,damaged,medium,informal,64.56
Printer,5.55,1.35,0,1,0,0,1,composite,medium,damaged,high,informal,77.88
Printer,10.07,9.89,0,1,0,0,1,composite,medium,working,low,informal,65.93
Printer,3.9,9.92,0,1,0,0,1,composite,medium,damaged,medium,formal,61.36
Printer,2.07,3.94,0,1,0,0,1,composite,medium,working,low,formal,39.58
Printer,11.69,3.88,0,1,0,0,1,composite,medium,damaged,medium,formal,70.09
Printer,10.15,0.65,0,1,0,0,1,composite,medium,broken,high,informal,93.22
Printer,4.95,12.95,0,1,0,0,1,composite,medium,working,low,informal,58.27
Printer,6.82,17.76,0,1,0,0,1,composite,medium,working,high,formal,54.76
Printer,5.1,3.02,0,1,0,0,1,composite,medium,damaged,high,informal,69.41
Printer,6.14,16.98,0,1,0,0,1,composite,medium,broken,medium,formal,68.14
Printer,3.04,5.39,0,1,0,0,1,composite,medium,broken,low,none,68.51
Printer,2.0,15.92,0,1,0,0,1,composite,medium,damaged,medium,none,65.48
Printer,1.07,0.06,0,1,0,0,1,composite,medium,working,medium,formal,38.81
Printer,1.81,8.23,0,1,0,0,1,composite,medium,damaged,high,formal,64.81
Printer,10.43,15.45,0,1,0,0,1,composite,medium,working,high,none,68.21
Printer,7.36,6.75,0,1,0,0,1,composite,medium,damaged,low,informal,58.62
Printer,5.97,7.28,0,1,0,0,1,composite,medium,damaged,high,formal,71.53
Printer,4.89,2.83,0,1,0,0,1,composite,medium,damaged,high,none,71.47
Printer,1.16,17.88,0,1,0,0,1,composite,medium,damaged,medium,none,57.83
Printer,2.23,0.78,0,1,0,0,1,composite,medium,broken,medium,formal,72.24
Printer,0.86,5.51,0,1,0,0,1,composite,medium,working,medium,none,49.96
Printer,11.8,12.74,0,1,0,0,1,composite,medium,working,high,informal,75.24
Printer,8.66,4.01,0,1,0,0,1,composite,medium,working,medium,formal,60.99
Printer,5.54,15.64,0,1,0,0,1,composite,medium,broken,medium,none,73.46
Printer,3.13,5.49,0,1,0,0,1,composite,medium,damaged,low,formal,57.7
